,0,1,2,3,4,5,6,7,8,9,10,11
0,38223.77266946213,38900.222206783874,39562.596250164665,40209.75868388117,40840.583842285945,41453.959709621326,42048.79113076243,42624.00302018372,43189.08483072834,43743.42075441943,44286.40017219659,44817.4187562786
1,38292.83062033516,39045.280384732105,39790.781602381874,40528.36778605154,41257.066674577516,41975.90228419971,42683.897010564884,43380.073775374534,44066.124626735604,44741.204984154254,45404.47278882382,46055.090212609284
2,38280.378748308874,39022.53912835416,39760.07280406902,40492.17128832483,41218.01836501719,41936.791530159324,42647.66347623486,43349.80361630869,44031.678491300874,44691.9532666019,45329.318704161095,45942.495428593524
