,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-2.5060129242742324,-2.4457126709948964,-2.38541241771556,-2.3251121644362236,-2.2648119111568876,-2.2045116578775517,-2.1442114045982157,-2.0839111513188797,-2.0236108980395437,-1.9633106447602076,-1.9030103914808714,-1.8427101382015352,-1.782409884922199
1,-1.8748730963136384,-1.861346699723112,-1.8478203031325857,-1.8342939065420594,-1.820767509951533,-1.8072411133610067,-1.7937147167704803,-1.780188320179954,-1.7666619235894276,-1.7531355269989013,-1.739609130408375,-1.7260827338178486,-1.7125563372273223
2,-1.5602130492503963,-1.5546636643114697,-1.5491142793725432,-1.5435648944336167,-1.5380155094946901,-1.5324661245557636,-1.526916739616837,-1.5213673546779105,-1.515817969738984,-1.5102685848000574,-1.504719199861131,-1.4991698149222044,-1.4936204299832778
3,-1.387143704847742,-1.3923924536497678,-1.3976412024517937,-1.4028899512538195,-1.4081387000558454,-1.4133874488578713,-1.4186361976598971,-1.423884946461923,-1.4291336952639488,-1.4343824440659747,-1.4396311928680006,-1.4448799416700264,-1.4501286904720523
4,-2.410534258995294,-2.3261555619097507,-2.2417768648242076,-2.1573981677386644,-2.0730194706531213,-1.9886407735675782,-1.904262076482035,-1.819883379396492,-1.7355046823109488,-1.6511259852254057,-1.5667472881398625,-1.4823685910543194,-1.3979898939687763
5,-1.579323045498171,-1.592059635761267,-1.6047962260243631,-1.6175328162874592,-1.6302694065505552,-1.6430059968136512,-1.6557425870767473,-1.6684791773398433,-1.6812157676029393,-1.6939523578660354,-1.7066889481291314,-1.7194255383922274,-1.7321621286553235
6,-1.33234912341065,-1.3507311087982876,-1.3691130941859253,-1.387495079573563,-1.4058770649612007,-1.4242590503488384,-1.442641035736476,-1.4610230211241138,-1.4794050065117514,-1.4977869918993891,-1.5161689772870268,-1.5345509626746645,-1.5529329480623022
7,-0.9777041832284494,-1.0073244444451646,-1.0369447056618797,-1.0665649668785948,-1.09618522809531,-1.125805489312025,-1.1554257505287402,-1.1850460117454553,-1.2146662729621704,-1.2442865341788856,-1.2739067953956007,-1.3035270566123158,-1.333147317829031
8,-1.1289368688440415,-1.1405778903079133,-1.1522189117717851,-1.163859933235657,-1.1755009546995288,-1.1871419761634006,-1.1987829976272724,-1.2104240190911442,-1.222065040555016,-1.2337060620188878,-1.2453470834827596,-1.2569881049466314,-1.2686291264105032
9,-4.15687904605736,-3.9981593241666333,-3.839439602275907,-3.6807198803851806,-3.5220001584944542,-3.363280436603728,-3.2045607147130015,-3.045840992822275,-2.887121270931549,-2.7284015490408224,-2.569681827150096,-2.4109621052593697,-2.2522423833686434
10,-2.4207084902770903,-2.382601576571153,-2.3444946628652152,-2.3063877491592777,-2.26828083545334,-2.2301739217474026,-2.192067008041465,-2.1539600943355275,-2.11585318062959,-2.0777462669236524,-2.039639353217715,-2.0015324395117773,-1.9634255258058397
11,-1.6578961285518856,-1.6483000623079402,-1.6387039960639949,-1.6291079298200495,-1.619511863576104,-1.6099157973321587,-1.6003197310882133,-1.590723664844268,-1.5811275986003226,-1.5715315323563772,-1.5619354661124318,-1.5523393998684865,-1.542743333624541
12,-1.637615472283931,-1.6264969314953603,-1.6153783907067898,-1.6042598499182192,-1.5931413091296487,-1.5820227683410781,-1.5709042275525076,-1.559785686763937,-1.5486671459753665,-1.537548605186796,-1.5264300643982254,-1.5153115236096548,-1.5041929828210843
13,-1.6927737466433923,-1.6825233651032323,-1.6722729835630723,-1.6620226020229123,-1.6517722204827523,-1.6415218389425923,-1.6312714574024323,-1.6210210758622723,-1.6107706943221123,-1.6005203127819523,-1.5902699312417923,-1.5800195497016323,-1.5697691681614723
14,-6.694741783425645,-6.233298358631309,-5.771854933836973,-5.310411509042638,-4.848968084248302,-4.387524659453966,-3.9260812346596303,-3.4646378098652946,-3.003194385070959,-2.541750960276623,-2.0803075354822873,-1.6188641106879518,-1.1574206858936162
15,-3.6639163955678677,-3.457671443351318,-3.251426491134768,-3.045181538918218,-2.838936586701668,-2.632691634485118,-2.426446682268568,-2.2202017300520183,-2.0139567778354683,-1.8077118256189184,-1.6014668734023685,-1.3952219211858186,-1.1889769689692686
16,-1.7649677298719646,-1.7453721175512948,-1.725776505230625,-1.7061808929099553,-1.6865852805892856,-1.6669896682686158,-1.647394055947946,-1.6277984436272763,-1.6082028313066066,-1.5886072189859368,-1.569011606665267,-1.5494159943445973,-1.5298203820239276
17,-0.8415715262691625,-0.8857315680493827,-0.9298916098296028,-0.974051651609823,-1.0182116933900431,-1.0623717351702633,-1.1065317769504834,-1.1506918187307036,-1.1948518605109237,-1.2390119022911439,-1.283171944071364,-1.3273319858515842,-1.3714920276318043
18,-0.4347179801345624,-0.5022858578302059,-0.5698537355258493,-0.6374216132214927,-0.7049894909171361,-0.7725573686127796,-0.840125246308423,-0.9076931240040664,-0.9752610016997099,-1.0428288793953533,-1.1103967570909967,-1.1779646347866402,-1.2455325124822836
19,-1.8916141118480856,-1.8276025995944534,-1.7635910873408212,-1.699579575087189,-1.6355680628335567,-1.5715565505799245,-1.5075450383262923,-1.44353352607266,-1.3795220138190278,-1.3155105015653956,-1.2514989893117634,-1.1874874770581312,-1.123475964804499
