,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-8.8413285975406,-8.8413285975406,-8.307687862925329,-7.774047128310057,-7.240406393694785,-6.7067656590795135,-6.173124924464242,-5.63948418984897,-5.105843455233698,-4.572202720618426,-4.038561986003154,-3.5049212513878825,-2.9712805167726106,-2.437639782157339
1,-2.916569017512385,-2.916569017512385,-2.7054358707953208,-2.4943027240782567,-2.2831695773611926,-2.0720364306441286,-1.8609032839270645,-1.6497701372100004,-1.4386369904929364,-1.2275038437758723,-1.0163706970588082,-0.8052375503417442,-0.5941044036246801,-0.382971256907616
2,0.08873933781842425,0.08873933781842425,0.15354037334776693,0.21834140887710962,0.2831424444064523,0.347943479935795,0.4127445154651377,0.4775455509944804,0.5423465865238231,0.6071476220531657,0.6719486575825084,0.7367496931118511,0.8015507286411938,0.8663517641705365
3,0.5986479057438077,0.5986479057438077,0.6371475119726733,0.6756471182015389,0.7141467244304045,0.7526463306592701,0.7911459368881357,0.8296455431170013,0.868145149345867,0.9066447555747326,0.9451443618035982,0.9836439680324638,1.0221435742613294,1.060643180490195
4,1.9344539000796956,1.9344539000796956,1.9794660910893347,2.0244782820989737,2.069490473108613,2.114502664118252,2.159514855127891,2.20452704613753,2.249539237147169,2.294551428156808,2.339563619166447,2.384575810176086,2.429588001185725,2.474600192195364
5,-6.233978704039062,-6.233978704039062,-5.769097053758673,-5.304215403478285,-4.839333753197896,-4.374452102917507,-3.9095704526371184,-3.4446888023567297,-2.979807152076341,-2.514925501795952,-2.0500438515155635,-1.5851622012351747,-1.120280550954786,-0.6553989006743972
6,2.9749524307542323,2.9749524307542323,2.1346058361673483,1.2942592415804643,0.4539126469935806,-0.3864339475933032,-1.226780542180187,-2.0671271367670707,-2.9074737313539547,-3.7478203259408387,-4.588166920527723,-5.428513515114607,-6.268860109701491,-7.109206704288375
7,2.160239553832064,2.160239553832064,1.7272493977062642,1.2942592415804643,0.8612690854546645,0.42827892932886474,-0.004711226796935031,-0.4377013829227348,-0.8706915390485346,-1.3036816951743344,-1.7366718513001342,-2.169662007425934,-2.6026521635517335,-3.035642319677533
8,1.6931684630345867,1.6931684630345867,1.4937138523075255,1.2942592415804643,1.0948046308534032,0.895350020126342,0.6958954093992809,0.4964407986722197,0.2969861879451585,0.09753157721809735,-0.10192303350896381,-0.301377644236025,-0.5008322549630861,-0.7002868656901473
9,1.3534767813314508,1.3534767813314508,1.3238680114559576,1.2942592415804643,1.2646504717049711,1.235041701829478,1.2054329319539847,1.1758241620784915,1.1462153922029983,1.116606622327505,1.0869978524520119,1.0573890825765186,1.0277803127010254,0.9981715428255322
