,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,13294.684792409435,36.149610781214655,6.391956818633581e-13,9.599249282532703,10.408313632261128,5.720287800170816,12.5241238579798
2019,26990.264401635963,76.62526580441461,1.2208749066318745e-12,19.048359635825342,19.167001126863344,11.090698813276537,24.25709390645901
2020,41076.98611590076,121.62363302448577,1.7501662220168346e-12,28.326307128828013,26.65475616476589,16.129517049854943,35.24203982602061
2021,55544.58129607333,171.3282683364231,2.231918408605672e-12,37.41223711398125,33.16085841230423,20.854899557552034,45.52318217246399
2022,70382.2775252798,225.90941485298234,2.6707461037624523e-12,46.285839199246354,38.90851604741389,25.285301652045526,55.14626507592667
2023,85578.81158556051,285.5237092100809,3.071069776975415e-12,54.92773396451668,44.071921051633325,29.43986750564505,64.15893163471279
2024,101122.44324071189,350.31381536086184,3.437150282255116e-12,63.31985506583117,48.788803715164924,33.338778649646024,72.61103382337355
2025,117000.96980234842,420.4080047119324,3.773118067184906e-12,71.44581041033062,53.16975413302229,37.00355103449815,80.55486670306215
2026,133011.65759840957,487.84958428207534,4.08299699498781e-12,79.29120692959484,57.30521770630579,40.45726941101245,88.04531497646192
2027,149146.5397864122,552.3560182227073,4.3707226480283e-12,86.8439250597651,61.27081907773884,43.7247461857199,95.13989880955792
2028,165397.54050836613,613.8019893092918,4.640154944665699e-12,94.09433125804085,65.13149114666227,46.83259092515801,101.89870578474276
2029,181756.48141926352,672.1722913995857,4.89508493442124e-12,101.03541963051163,68.9447602384553,49.809176817062635,108.3841973539895
2030,198215.08832317864,727.5461193379464,5.139235755796383e-12,107.66287688390987,72.7634497312661,52.68449219819294,114.66088171712828
