,mean_pop,mean_gdp,mean_oil,mean_coal,mean_gas,mean_fossil,std_pop,std_gdp,std_oil,std_coal,std_gas,std_fossil
2018,512072085.74132,37795.93387019904,575.7799438329764,222.7408360125231,397.31957204943785,1562.6775873868355,8109.648912912533,83.01649994838449,9.526621848176617,9.63526582357248,15.460572136285926,23.331187208041637
2019,512688071.5979255,38733.884860437705,569.6436959274431,217.6759719962622,396.7575164213253,1563.5884337423765,16428.18748440472,149.52079954277013,18.636155279406324,17.641448737290848,28.441882410912573,44.15426679325815
2020,513226235.65280974,39677.63863847224,563.5860256281962,213.07333914524438,396.56516248266837,1565.0490354589942,24952.58495651861,198.21031209941304,27.339043279885317,24.356479453167864,39.49587366369378,62.69583391407513
2021,513686319.36610156,40626.432224725664,557.6020552826237,208.83165720719794,396.62732004041766,1566.9884552793665,33679.6217088983,227.9394712974769,35.645573871015436,30.033892027533618,49.0372845053095,79.14373808057088
2022,514068099.7815076,41579.49751430628,551.6872453679869,204.8730233518141,396.8539104783104,1569.3458965203936,42605.891147234775,237.92098075253884,43.56595391383622,34.86523301436361,57.3787928879636,93.65328085574762
2023,514371389.7057723,42536.064844266264,545.8373811043933,201.13750193016085,397.1738830446605,1572.0695479159317,51727.801805012125,228.25252420007436,51.11036868391497,38.996264720177315,64.75670744039255,106.35233843616196
2024,514596037.86094964,43495.36666985389,540.0485603526515,197.57914535227076,397.5307638537318,1575.1156492758994,61041.57965925489,201.53869137275055,58.28902858476357,42.53877455118527,71.34987699507403,117.34562211420167
2025,514741929.0093199,44456.6413306171,534.3171826098514,194.1630489659321,397.87938029744447,1578.4477431116948,70543.27065437878,168.5722622855344,65.11220430890207,45.57924745734246,77.2936949934309,126.71825756846542
2026,514846311.7828352,45414.972669332055,528.6399389291769,190.86316128635863,398.1834381480762,1582.0360846472943,79865.6697729687,157.2708384170257,71.59025169434355,48.18528471004093,82.69052933173604,134.5388432894142
2027,514909157.5543432,46369.295574549345,523.0138026041192,187.66065306707588,398.413722157768,1585.8571885994193,89006.37046096088,192.54486333525554,77.73362746149053,50.41039886589397,87.6175291298513,140.86213975335784
2028,514930447.74726534,47318.53929526406,517.4360204708557,184.5427063224197,398.5467564546308,1589.8934960685708,97963.05252662381,274.31196117179184,83.55289695196436,52.297642663051455,92.13249440071368,145.7315464630345
2029,514910173.8444476,48261.630352481276,511.9041046960514,181.50162539574478,398.56380727064385,1594.1331490759778,106733.48313188173,389.43954898724985,89.05873492731529,53.88241370141026,96.2783070204201,149.18154855918465
2030,514848337.39295495,49197.49550870186,506.41582493067597,178.5342018440556,398.4501434656959,1598.5698639056493,115315.51773073948,530.6774779439748,94.26192042230869,55.19470127705323,100.0862878474441,151.24036755882875
