,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,5293.751661570581,129.25623380143298,1.1101568779508069e-12,11.046975956040326,10.864442535208369,14.489695949316747,22.14031479109852
2019,10405.00996433825,249.65232064661993,2.048484480471152e-12,21.503885139889967,19.817164453240153,26.700640004044313,41.800051258910784
2020,15331.220459026052,360.6803799946615,2.836238406192838e-12,31.384157644611314,27.2571001248669,37.19695067315384,59.21657271251603
2021,20069.881069094303,462.02310837718744,3.4915464845117123e-12,40.702128634394626,33.483773825500236,46.39226347902067,74.58987785103355
2022,24618.543222661272,553.6345908874596,4.029955162459804e-12,49.4731526516869,38.72426218190214,54.59227597170141,88.0888695194148
2023,28974.812965764697,635.8482301663087,4.464879095632107e-12,57.7136569077761,43.15253935537555,62.02485513489337,99.85656495010679
2024,33136.35205572456,709.5176412500757,4.807975365097848e-12,65.44114275151952,46.90346113698566,68.86147300394987,110.01448857824285
2025,37100.87903585999,776.1927262480315,5.069460035750976e-12,72.67414433929927,50.08295449078617,75.23255229032497,118.66645562870526
2026,40939.08291725168,845.510400327103,5.2583822099492255e-12,79.43215316636315,52.77551017890261,81.23850765741729,125.90193626621323
2027,44649.53480557062,920.244857019587,5.382869178758108e-12,85.73551659182645,55.04975531613046,86.95772722568285,131.7991865977741
2028,48230.829238511185,1003.57021714617,5.45035566669473e-12,91.6053178255361,56.962662588990014,92.45236767560715,136.42834634558375
2029,51681.584614792875,1098.918280843641,5.467810483806002e-12,97.06324407562181,58.56280225030072,97.7725795636015,139.85473784308067
2030,55000.443616704724,1209.790300733876,5.441975109106125e-12,102.13144871332682,59.89294134622518,102.95960065523516,142.14266416297568
