,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,512072085.74132,37795.93387019904,8.115378786680424e-11,575.7799438329764,222.7408360125231,397.31957204943785,1562.6775873868355
2019,512688071.5979255,38733.884860437705,7.951802018729493e-11,569.6436959274431,217.6759719962622,396.7575164213253,1563.5884337423765
2020,513226235.65280974,39677.63863847224,7.7963151396442e-11,563.5860256281962,213.07333914524438,396.56516248266837,1565.0490354589942
2021,513686319.36610156,40626.432224725664,7.648242265749292e-11,557.6020552826237,208.83165720719794,396.62732004041766,1566.9884552793665
2022,514068099.7815076,41579.49751430628,7.506996889517694e-11,551.6872453679869,204.8730233518141,396.8539104783104,1569.3458965203936
2023,514371389.7057723,42536.064844266264,7.372069534191246e-11,545.8373811043933,201.13750193016085,397.1738830446605,1572.0695479159317
2024,514596037.86094964,43495.36666985389,7.243017512853984e-11,540.0485603526515,197.57914535227076,397.5307638537318,1575.1156492758994
2025,514741929.0093199,44456.6413306171,7.119456422022395e-11,534.3171826098514,194.1630489659321,397.87938029744447,1578.4477431116948
2026,514846311.7828352,45414.972669332055,7.001053073498282e-11,528.6399389291769,190.86316128635863,398.1834381480762,1582.0360846472943
2027,514909157.5543432,46369.295574549345,6.88751962706773e-11,523.0138026041192,187.66065306707588,398.413722157768,1585.8571885994193
2028,514930447.74726534,47318.53929526406,6.778608733894276e-11,517.4360204708557,184.5427063224197,398.5467564546308,1589.8934960685708
2029,514910173.8444476,48261.630352481276,6.674109538691416e-11,511.9041046960514,181.50162539574478,398.56380727064385,1594.1331490759778
2030,514848337.39295495,49197.49550870186,6.573844419963793e-11,506.41582493067597,178.5342018440556,398.4501434656959,1598.5698639056493
