,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,2348.585342748206,151.64398905058277,7.502153069432151e-13,10.068343342979812,11.031051612330247,8.427996954751016,14.840801404416489
2019,4453.7327291299425,298.92421716650057,1.3925635301304828e-12,19.522286052927456,20.549890552230647,16.386309683414517,28.445283526288957
2020,6311.640511076419,442.4859227288263,1.9374402031791754e-12,28.33640388136819,28.794730847967443,23.940418317458775,40.87868761738223
2021,7918.413257160813,583.347897957091,2.394504126836244e-12,36.493330678588144,35.961046851367485,31.145133986700852,52.20267032577944
2022,9270.0600073095,722.9769140037304,2.7728472011280714e-12,43.98542222809094,42.21454708934916,38.04693474960107,62.47744315960864
2023,10362.492489135298,863.3585266859794,3.081156181325643e-12,50.816327935757776,47.70033776231197,44.68599234033616,71.76405774866981
2024,11191.523294020166,1007.0540475658321,3.3278703531298307e-12,57.002417887484505,52.54913426003398,51.09793148750281,80.12691559276051
2025,11752.864012993936,1157.2310538229176,3.5213377439052027e-12,62.57400001665336,56.88117503669365,57.31535407693635,87.63658396453935
2026,12134.353600980978,1318.355236640248,3.6699700808810514e-12,67.57624329165657,60.80838239700819,63.36915315595919,94.37299535329574
2027,12332.985149526441,1491.944869424313,3.782392605910318e-12,72.06969742269818,64.4352707715831,69.28963626862033,100.42908842857616
2028,12345.73235592415,1679.6935034175342,3.867578326982164e-12,76.13026958108141,67.85909775882062,75.10747359376938,105.91490181724616
2029,12169.549595341103,1883.4328366355498,3.934946954070289e-12,79.84849065369356,71.16975920213342,80.85448367133246,110.96204138448736
2030,11801.371994114828,2105.103422486762,3.994397573172e-12,83.32789106047188,74.449921913252,86.56426806495107,115.72828876480371
