,rates_mean_gdp,rates_mean_ei,rates_mean_oil,rates_mean_coal,rates_mean_gas,rates_mean_fossil,rates_std_gdp,rates_std_ei,rates_std_oil,rates_std_coal,rates_std_gas,rates_std_fossil
2018,2.52065529430343,-2.596964439665711,-1.1492094422454568,-4.073678378268303,-0.19363960412553266,-0.4022978233277215,0.35062483762167707,1.339503181425616,1.8981058343711907,4.756761180038691,3.6369718748285016,1.417071751589884
2019,2.493210443600571,-2.551315245941646,-1.2027740885322198,-3.938679936737762,-0.19900812411673072,-0.37094375764594273,0.3099825119436328,1.2273777794133847,1.8994044073611611,4.428847148710661,3.453594409711834,1.3031432480092118
2020,2.465765592897711,-2.5056660522175807,-1.2563387348189827,-3.80368149520722,-0.2043766441079291,-0.33958969196416416,0.2719057368650732,1.1165243552691206,1.904498539485141,4.112051872309358,3.2743992377114317,1.1901120078166998
2021,2.4383207421948523,-2.4600168584935167,-1.309903381105746,-3.6686830536766775,-0.20974516409912708,-0.30823562628238543,0.23763100143918334,1.0073629140401839,1.9133579150457074,3.8091504992168668,3.1001116885832776,1.0782602413640758
2022,2.4108758914919934,-2.414367664769451,-1.3634680273925093,-3.5336846121461365,-0.2151136840903255,-0.27688156060060676,0.2090369513397966,0.9005089824210226,1.9259305738276398,3.5237278331344157,2.9316071851612726,0.9679968986019818
2023,2.383431040789134,-2.368718471045386,-1.4170326736792718,-3.3986861706155946,-0.2204822040815238,-0.24552749491882797,0.18872358697704172,0.7968913328813226,1.94214440228039,3.2603775164126456,2.76994133279404,0.8599332148132879
2024,2.3559861900862753,-2.3230692773213213,-1.4705973199660352,-3.2636877290850514,-0.22585072407272191,-0.21417342923704938,0.17952417278216912,0.697952826188709,1.961909127198054,3.024870021712152,2.616382116355623,0.7550142798746915
2025,2.3285413393834165,-2.2774200835972573,-1.5241619662527974,-3.128689287554509,-0.23121924406392017,-0.1828193635552707,0.18312142425276226,0.6059896706308218,1.9851186884984973,2.824179374292208,2.472440467045328,0.654753604289279
2026,2.2840755198035954,-2.2317708898731925,-1.5777266125395617,-2.9936908460239686,-0.23658776405511833,-0.151465297873492,0.20186454648121738,0.5246825672734967,2.011653854776697,2.666179479949359,2.3398919718684006,0.561651397651983
2027,2.239609700223775,-2.1861216961491277,-1.6312912588263238,-2.858692404493425,-0.24195628404631642,-0.1201112321917133,0.22441156304839954,0.45972066959532426,2.0413849454277058,2.5587907869986948,2.2207775912004664,0.4798922725764307
2028,2.195143880643954,-2.140472502425063,-1.6848559051130865,-2.723693962962884,-0.24732480403751464,-0.0887571665099346,0.24973429786802273,0.41878081841059656,2.0741745344519105,2.508521667268718,2.117365786012229,0.41621531052117433
2029,2.1506780610641334,-2.094823308700998,-1.73842055139985,-2.588695521432342,-0.2526933240287129,-0.057403100828155924,0.27707274285193373,0.4091388955442089,2.109880030543848,2.518794356410368,2.032055296148534,0.37982636399468755
2030,2.106212241484313,-2.049174114976933,-1.7919851976866132,-2.4536970799018,-0.25806184401991106,-0.02604903514637724,0.3058869162442286,0.43289130274080495,2.148356052235197,2.5888882663826323,1.9672024995074888,0.37867563890239
