,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,512846153.4663725,37793.76806298615,8.072593731767639e-11,575.3116010461314,219.09571858403518,397.6285398171639,1556.1134968554436
2019,514289241.15764284,38736.31249667843,7.867953011058795e-11,568.5945315647484,210.9308659963993,397.3206980046015,1550.6203231984116
2020,515707603.2273445,39691.90689990772,7.673016870644323e-11,561.845856881098,203.6935606105869,397.35308185795293,1545.8356694428765
2021,517101011.31571376,40660.27809249837,7.48701413413003e-11,555.0635464448883,197.2190815979017,397.6323689566265,1541.6878172139982
2022,518469240.6108273,41641.14798683851,7.309272660402966e-11,548.2464147770992,191.37860042766715,398.0874501863693,1538.1156348222817
2023,519812069.90892327,42634.23550230804,7.139205716106004e-11,541.3940669665409,186.07091221217334,398.66384160099585,1535.0673484515066
2024,521129281.6738809,43639.2586022168,6.976300602505427e-11,534.5068480339298,181.21631984170432,399.3196748273532,1532.4995384407105
2025,522420662.09583914,44655.936450680514,6.820109144386138e-11,527.5857955318648,176.75207838404646,400.0227953629584,1530.3763251802907
2026,523695795.5379038,45676.47861186985,6.670239725720857e-11,520.6325948057307,172.62898224694143,400.7486451987254,1528.668716529122
2027,524954546.8033341,46700.10285764531,6.526350618407749e-11,513.6495364021077,168.80879910662637,401.4787055486611,1527.3540946906278
2028,526196782.1899212,47726.01800056113,6.388144399774734e-11,506.63947517635467,165.262339821385,402.19934315978605,1526.4158254735066
2029,527422369.51359874,48753.42615382796,6.255363294463629e-11,499.60579071829125,161.96801400890817,402.90095020456744,1525.8429770561017
2030,528631178.1318345,49781.52507155394,6.127785308806142e-11,492.552348782802,158.91076446916406,403.57730003513666,1525.630138973138
