,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,511070642.20261467,37582.75925756042,8.184771188202939e-11,579.3894866509368,223.52171983833406,401.7318606683919,1565.2597564154457
2019,510651427.12908745,38293.53067249575,8.085903006734492e-11,576.335097646721,219.42420659177336,404.9499522840498,1567.8519132383242
2020,510121176.68909824,38995.90442960339,7.991019815738987e-11,572.8441866443865,215.9767590953319,408.03885686154166,1570.157782151275
2021,509480213.297071,39688.92748294172,7.899939802119944e-11,568.9264052496363,213.07858757928827,410.9843066922908,1572.1617603041118
2022,508728931.5471862,40371.64578711961,7.812499078807192e-11,564.5935852506582,210.6518398530609,413.77320448397734,1573.8502977151452
2023,507867797.8098706,41043.106488232814,7.72855032688869e-11,559.8596004444664,208.63645596884047,416.39364435491535,1575.2118715866654
2024,506897349.75034124,41702.36014912933,7.64796157960444e-11,554.7402108626761,206.9863528983326,418.8349323905532,1576.2369608171552
2025,505818195.7698952,42348.46300172523,7.570615133579697e-11,549.2528923671018,205.66658537073147,421.08760557781847,1576.9180201058605
2026,504669781.1008462,42981.29982036361,7.496406574611573e-11,543.4166546683596,204.65123034055185,423.14344804653007,1577.2494531538453
2027,503452578.1443599,43599.955492171044,7.425243907024841e-11,537.2518508265571,203.92181410783994,424.9955036657822,1577.2275845698546
2028,502167087.4904478,44203.52580852477,7.357046777112311e-11,530.7799812284399,203.46615208400482,426.6380841668296,1576.8506301895422
2029,500813837.574666,44791.11978210189,7.291745782502014e-11,524.0234949082804,203.27750786523941,428.0667720920388,1576.118665612999
2030,499393384.31584674,45361.86195731993,7.229281860472302e-11,517.0055909001054,203.35400497301288,429.27841800102885,1575.0335928581053
