,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,514048963.2397706,37841.16024770197,8.125023418581392e-11,585.1337561855381,221.46307121678186,404.52721922084504,1574.9926078828557
2019,516751149.9238385,38845.47403592822,7.967257125510983e-11,588.1940307879595,215.7008870700328,410.7174067689472,1588.2313529287826
2020,519485485.755216,39878.2207532476,7.814181719380492e-11,591.1448838932109,210.92859003014718,416.94197483700134,1602.0950747015052
2021,522252329.6334503,40940.17890096781,7.665498248047753e-11,593.9531269523347,206.99893280627037,423.1752224409038,1616.5680234052752
2022,525052045.7316183,42032.16960633455,7.520948935065327e-11,596.5887402011392,203.7954107508645,429.3940957430757,1631.6387209399848
2023,527885003.5746387,43155.06033167213,7.380312878735294e-11,599.0252567394219,201.22703671809987,435.5780109798937,1647.2998740648266
2024,530751578.11892545,44309.768879917545,7.24340226172952e-11,601.2401027744888,199.22432551519628,441.7087277119629,1663.548330230446
2025,533652149.83340675,45497.26771663248,7.110059005646696e-11,603.2148846851752,197.73617769782976,447.770262293337,1680.385073492816
2026,536562143.04236966,46706.370779871795,6.980151815231466e-11,604.9356150576309,196.7274428485048,453.74883323554513,1697.8152587090651
2027,539481539.106656,47937.15342263258,6.853573565746687e-11,606.3928716307238,196.1770101912381,459.63283161702776,1715.848282956168
2028,542410318.9454976,49189.69085688024,6.730238994435706e-11,607.581885100032,196.07632598057876,465.4128109302106,1734.4978938261359
2029,545348463.0350251,50464.05924250238,6.610082663359703e-11,608.5025538861693,196.42827711933677,471.0814918225949,1753.782334953242
2030,548295951.4067967,51760.336854799556,6.493057166331863e-11,609.1593861888782,197.2464121912446,476.6337781178991,1773.7245298362138
