,rates_mean_gdp,rates_mean_ei,rates_mean_oil,rates_mean_coal,rates_mean_gas,rates_mean_fossil,rates_std_gdp,rates_std_ei,rates_std_oil,rates_std_coal,rates_std_gas,rates_std_fossil
2018,2.5265303363033556,-2.0807246332796785,-1.0687381730281187,-2.4777425514346967,-0.27119175465915935,0.017831129430155766,0.22519336946673196,1.398224915881032,1.6368766062159135,4.218592742369739,3.880665696858917,1.493292513476979
2019,2.4813692481161866,-2.0330503667276956,-1.0913888730218686,-2.4339406559138608,-0.27498728094777086,0.038813493073648495,0.17070374926008086,1.2837001591063577,1.633212211826442,3.8985070235365304,3.646558217787162,1.3731712914347134
2020,2.4362081599290177,-1.985376100175713,-1.1140395730156176,-2.3901387603930244,-0.27878280723638194,0.059795856717141424,0.11736182180593376,1.1696830660981616,1.6308818066668327,3.5870191832176928,3.4138985566875046,1.2534984928290769
2021,2.3910470717418484,-1.9377018336237306,-1.136690273009367,-2.346336864872189,-0.2825783335249933,0.08077822036063419,0.06792742649517886,1.0563380355131782,1.6298911127282358,3.28657474441079,3.183004211386368,1.1344160429574623
2022,2.34588598355468,-1.8900275670717481,-1.1593409730031166,-2.3025349693513526,-0.2863738598136045,0.10176058400412699,0.04075271977916237,0.9439072035718455,1.6302425724289817,3.000492926511414,2.954289119020355,1.0161315154073183
2023,2.300724895367511,-1.8423533005197659,-1.1819916729968662,-2.258733073830517,-0.29016938610221576,0.12274294764761984,0.07009810207866422,0.8327609297786125,1.631935318615601,2.7332872836769777,2.7283013987697826,0.898959935580495
2024,2.255563807180342,-1.7946790339677832,-1.2046423729906155,-2.2149311783096812,-0.293964912390827,0.14372531129111266,0.11988750771933461,0.7234914767325136,1.6349651852274727,2.491039596191631,2.5057790766555255,0.7834008463385842
2025,2.210402718993173,-1.7470047674158014,-1.2272930729843647,-2.1711292827888453,-0.2977604386794383,0.1647076749346055,0.17331646184297422,0.6170966384379228,1.6393247583205004,2.281713059544937,2.2877335889889943,0.6702887567305154
2026,2.1558645749999337,-1.6993305008638178,-1.249943772978114,-2.1273273872680094,-0.30155596496804943,0.1856900385780983,0.1984034602228224,0.5153598732595627,1.6450034660009052,2.115104731217895,2.0755763301022414,0.5611054801415487
2027,2.1013264310066955,-1.651656234311836,-1.2725944729718635,-2.0835254917471735,-0.3053514912566606,0.2066724022215911,0.22494781929501464,0.42166637320134626,1.6519877047493965,2.0019088100015416,1.8713110817502503,0.45866536099930594
2028,2.0467882870134564,-1.6039819677598532,-1.295245172965613,-2.0397235962263376,-0.3091470175452718,0.22765476586508396,0.2524903187794488,0.34267835522451434,1.6602609986707293,1.9514423037134128,1.6778227445085716,0.36863352805540783
2029,1.9922501430202175,-1.5563077012078705,-1.3178958729593628,-1.9959217007055021,-0.31294254383388304,0.24863712950857675,0.2807373363905917,0.2906433785894951,1.669804187426429,1.96853564039412,1.4992895297465527,0.30230721745062344
2030,1.9377119990269789,-1.5086334346558885,-1.3405465729531119,-1.9521198051846658,-0.31673807012249416,0.26961949315206957,0.3094960327768235,0.2809588678514909,1.680595638029062,2.051500765756748,1.3416948090878873,0.2772559116215699
