,mean_pop,mean_gdp,mean_oil,mean_coal,mean_gas,mean_fossil,std_pop,std_gdp,std_oil,std_coal,std_gas,std_fossil
2018,514048963.2397706,37841.16024770197,585.1337561855381,221.46307121678186,404.52721922084504,1574.9926078828557,2348.585342748206,151.64398905058277,10.068343342979812,11.031051612330247,8.427996954751016,14.840801404416489
2019,516751149.9238385,38845.47403592822,588.1940307879595,215.7008870700328,410.7174067689472,1588.2313529287826,4453.7327291299425,298.92421716650057,19.522286052927456,20.549890552230647,16.386309683414517,28.445283526288957
2020,519485485.755216,39878.2207532476,591.1448838932109,210.92859003014718,416.94197483700134,1602.0950747015052,6311.640511076419,442.4859227288263,28.33640388136819,28.794730847967443,23.940418317458775,40.87868761738223
2021,522252329.6334503,40940.17890096781,593.9531269523347,206.99893280627037,423.1752224409038,1616.5680234052752,7918.413257160813,583.347897957091,36.493330678588144,35.961046851367485,31.145133986700852,52.20267032577944
2022,525052045.7316183,42032.16960633455,596.5887402011392,203.7954107508645,429.3940957430757,1631.6387209399848,9270.0600073095,722.9769140037304,43.98542222809094,42.21454708934916,38.04693474960107,62.47744315960864
2023,527885003.5746387,43155.06033167213,599.0252567394219,201.22703671809987,435.5780109798937,1647.2998740648266,10362.492489135298,863.3585266859794,50.816327935757776,47.70033776231197,44.68599234033616,71.76405774866981
2024,530751578.11892545,44309.768879917545,601.2401027744888,199.22432551519628,441.7087277119629,1663.548330230446,11191.523294020166,1007.0540475658321,57.002417887484505,52.54913426003398,51.09793148750281,80.12691559276051
2025,533652149.83340675,45497.26771663248,603.2148846851752,197.73617769782976,447.770262293337,1680.385073492816,11752.864012993936,1157.2310538229176,62.57400001665336,56.88117503669365,57.31535407693635,87.63658396453935
2026,536562143.04236966,46706.370779871795,604.9356150576309,196.7274428485048,453.74883323554513,1697.8152587090651,12134.353600980978,1318.355236640248,67.57624329165657,60.80838239700819,63.36915315595919,94.37299535329574
2027,539481539.106656,47937.15342263258,606.3928716307238,196.1770101912381,459.63283161702776,1715.848282956168,12332.985149526441,1491.944869424313,72.06969742269818,64.4352707715831,69.28963626862033,100.42908842857616
2028,542410318.9454976,49189.69085688024,607.581885100032,196.07632598057876,465.4128109302106,1734.4978938261359,12345.73235592415,1679.6935034175342,76.13026958108141,67.85909775882062,75.10747359376938,105.91490181724616
2029,545348463.0350251,50464.05924250238,608.5025538861693,196.42827711933677,471.0814918225949,1753.782334953242,12169.549595341103,1883.4328366355498,79.84849065369356,71.16975920213342,80.85448367133246,110.96204138448736
2030,548295951.4067967,51760.336854799556,609.1593861888782,197.2464121912446,476.6337781178991,1773.7245298362138,11801.371994114828,2105.103422486762,83.32789106047188,74.449921913252,86.56426806495107,115.72828876480371
