,pop,gdp,ener_int,cons_oil,cons_coal,cons_gas,total_cons
2018,0.0004592654974851531,0.41135462076706525,0.9052016074156691,1.7299559008556367,4.829707360915171,2.115461083019834,0.9498726933010592
2019,0.0004071185754003389,0.3797064798860631,0.8198457701754104,1.6035215501878988,4.530756999465999,2.0214796189811355,0.8680624518329737
2020,0.00035497165331562413,0.35375198186216517,0.7376287459726213,1.4821617903922866,4.25395385542977,1.9332653181959698,0.7887242698527376
2021,0.00030282473123085965,0.3348178391875941,0.6597250867594789,1.36722860263046,4.003893909661588,1.85164262629731,0.7126842177264691
2022,0.0002506778091460331,0.3241366581674844,0.5878521553235064,1.2604811774766473,3.7858800952101213,1.777519824053059,0.6411169014362661
2023,0.0001985308870613307,0.32252942169764104,0.524495058261955,1.1641734465555786,3.605729935890226,1.7118714083366828,0.5756928305852728
2024,0.00014638396497651656,0.3301286862969348,0.4730876440660453,1.0810990225355757,3.4693468067671422,1.6557057096169607,0.5187416079673222
2025,9.423704289180172e-05,0.3463289449851986,0.43785924107952817,1.0145139956450893,3.3820296835568273,1.6100154531663267,0.47333153629877345
2026,5.947546657330655e-05,0.35811622326154174,0.42287285823702325,0.9678277047916404,3.3476201868009623,1.5757121584887022,0.44302584286087193
2027,2.4713890254848602e-05,0.3720759386987424,0.4302489240804544,0.9439971148975239,3.3677404397427697,1.5535503010145701,0.43102241055356943
2028,1.0047686063584514e-05,0.38797366214845064,0.45891040772165687,0.944753358119222,3.4414341550673355,1.5440527690316748,0.43882571269859316
2029,4.480926238200522e-05,0.4055815632522024,0.5052477918429293,0.9700389324095962,3.565380910594676,1.5474527630027628,0.4654406091228413
2030,7.957083870048798e-05,0.4246869787810909,0.5649281752692854,1.0180277113483969,3.734580518797996,1.5636661530819078,0.5079184795664059
