'19,62516'
'17,871895'
'14,5648'
'15,5849'
'16,152054'
'16,171543'
'14,433728'
'16,242178'
'15,777923'
'17,809792'
'18,342714'
'19,552858'
'19,80243'
'20,775221'
'21,248919'
'23,352383'
'26,136249'
'24,812553'
'27,667611'
'29,223864'
'29,509436'
'29,562652'
'30,408309'
'32,146125'
'32,662334'
'31,936844'
'33,038737'
'33,025812'
'32,92872'
'33,607053'
'36,788832'
'30,648743'
'31,631885'
'31,81582'
'27,88588'
'30,392254'
'31,329701'
'31,557916'
