,0,1,2,3,4,5,6,7,8,9,10,11
0,2.177002234402768,2.126272085271697,2.075606015243897,2.025055815316161,1.974671886825933,1.9245031678225917,1.8745970650017412,1.8249993912876292,1.7757543091260297,1.7269042795274292,1.678490016878219,1.6305504495159202
1,2.2025294249862832,2.1771765097009212,2.1516959575275028,2.126099056185076,2.100397030711685,2.074601035535107,2.0487221467028904,2.022771354278825,1.996759554912705,1.970697544589899,1.9445960115669405,1.9184655294990194
2,2.2184035748699302,2.2081896425875502,2.1971136390894834,2.185188653352117,2.172428762650021,2.1588490048235376,2.1444653486967593,2.1292946627274865,2.1133546819754705,2.096663973479666,2.0792419001393037,2.0611085831973566
3,2.222173469324247,2.215908821778346,2.2089551512483574,2.201318835439167,2.1930068871910096,2.1840269437429587,2.174387255031035,2.1640966710460496,2.1531646282783248,2.141601135278378,2.129416757364548,2.11662260051031
4,2.2285224057852906,2.229277442826599,2.230008447340549,2.2307153952559475,2.2313982632797487,2.232057028898331,2.2326916703787347,2.2333021667698563,2.233888497903601,2.234450644395993,2.234988587648242,2.2355023098477704
5,2.2170012072463914,2.184294270836976,2.130378077436627,2.0566363837627346,1.9650231811175958,1.8579766641053108,1.7383104259345101,1.6090886993800086,1.4734934709510472,1.3346916675404563,1.1957103259778261,1.059326748602674
6,2.209755757827475,2.1890751994530353,2.1657765537367886,2.1399441719191854,2.111671378752534,2.0810599090577027,2.0482192955448077,2.013266213071668,1.976323784857037,1.9375208564489699,1.896991243469397,1.8548729593122004
7,2.207368946628733,2.185528234841235,2.162267339993418,2.1376351444603245,2.111683126993385,2.084465182864006,2.0560374367406116,2.0264580492116147,1.9957870178910742,1.964085974062211,1.9314179758264676,1.8978472987323496
8,2.2029570670863032,2.178978612372456,2.155787426109092,2.133363736784573,2.1116885441954323,2.0907435926950835,2.070511345632844,2.0509749609332726,2.032118267768298,2.013925744276963,1.9963824962898604,1.9794742370174543
9,2.1995924825015116,2.1739896157155165,2.1508515271801207,2.130103404912504,2.1116784538011992,2.0955175359985287,2.081568853657902,2.0697876716258374,2.0601360780051454,2.052582780792102,2.0471029390594593,2.043678027411373
10,2.219138447854855,2.21179213776287,2.205691456307511,2.2008255425596945,2.197185616989803,2.194764955185803,2.193558867332345,2.1935646833637925,2.1947817437263417,2.1972113957062467,2.200856995302785,2.2057239146460574
11,2.198456832359338,2.1687841377356385,2.138751171013274,2.1083838647334265,2.0777081532632193,2.0467499363820414,2.015535043420013,1.984089198016619,1.952437983565088,1.920606809405516,1.8886208778269893,1.8565051519361022
12,2.208195359839424,2.1896911794873373,2.1722070414834764,2.1557205847796235,2.1402108180335326,2.1256580749627325,2.112043972689606,2.099351372953959,2.0875643460782407,2.0766681375791296,2.0666491373272944,2.0574948511649187
13,2.210473237910674,2.1948387772849833,2.180806055171833,2.16834467517295,2.157427658556024,2.1480313467652743,2.140135315900066,2.1337223027283168,2.128778141859344,2.125291713756288,2.1232549033216115,2.1226625688408043
14,2.2164561760981383,2.206697595262276,2.19844691700501,2.191686547769051,2.186401939526142,2.1825815377368505,2.1802167394757603,2.179301861510523,2.179834118170399,2.1818136088860345,2.1852433153275257,2.190129108112596
15,2.2331439004096576,2.2282838579684867,2.2131830775022134,2.1880027897354024,2.153042988113826,2.1087366062813273,2.0556406502430837,1.9944245366240239,1.9258559778583582,1.8507848318345208,1.7701253943217414,1.6848376550101432
16,2.230230558598478,2.2296818829537295,2.2260954398060893,2.219481749431246,2.209863703230586,2.1972764359311467,2.18176711441043,2.1633946448929184,2.1422293010432356,2.118352276231257,2.0918551639579657,2.0628393710987005
17,2.2287923070266653,2.2287049195599287,2.2274807527616547,2.2251211000106856,2.221628992147609,2.217009191222939,2.2112681798304035,2.204414146058152,2.196456964106345,2.187408170635033,2.177280936921418,2.16609003692041
18,2.228433960314192,2.2283288500428657,2.2274278586650276,2.2257316673298253,2.2232418092123987,2.2199606672832934,2.215891470560382,2.211038288851398,2.2054060259989656,2.1990004116437283,2.191827991524901,2.1838961163411788
19,2.229225751147842,2.2306204662434257,2.231927337068487,2.2331462047087793,2.234276920650894,2.235319346812395,2.236273355569898,2.2371388297850867,2.237915662828654,2.2386037586021716,2.2392030315578713,2.2397134067163385
20,2.2345077416480317,2.241546233549617,2.248861266543519,2.2564553719272777,2.2643311839791256,2.2724914414781194,2.2809389892883516,2.289676780008526,2.2987078756882293,2.308035449612301,2.3176627881547436,2.3275932927036926
21,2.138027719571334,2.0560952907339165,1.9813130135913815,1.913115160542555,1.8509962119307843,1.7945046047559785,1.7432372471529822,1.6968347050944843,1.6549769805394563,1.6173798112613598,1.58379143211443,1.5539897457525804
22,2.173982007332108,2.124290806932504,2.078444781552585,2.0362390948904667,1.9974875215627586,1.9620210716451068,1.9296867565645386,1.9003464836686317,1.8738760682350684,1.8501643529761482,1.829112426254493,1.8106329312746356
23,2.213247230284981,2.1991380083557797,2.1854094472759393,2.172055490665567,2.1590702693165746,2.1464480968959467,2.1341834657972787,2.122271043136344,2.110705666886618,2.099482342150842,2.0885962375648446,2.078042681830012
24,2.2230010232737794,2.218427075118122,2.2140205067373038,2.2097803461767933,2.205705659030359,2.2017955480966642,2.198049153049816,2.1944656501236963,2.191044251809916,2.1877842065692317,2.1846847985562854,2.181745347357517
