,0,1,2,3,4,5,6,7,8,9,10,11,12
0,204.37201597485398,183.94208284380733,166.5177019936499,151.61592574801824,138.84171587601747,127.87088067765518,118.43657283345924,110.31856781235612,103.33472255519146,97.33415093970748,92.19175694542598,87.80384646178395,84.08460027424492
1,224.75116955270303,220.46039520403758,215.56466913173034,210.10604691534328,204.13104253076256,197.68996355697888,190.8361999777096,183.62548075867917,176.11511281343476,168.3632170301605,160.427975724509,152.36690522576254,144.23616632298254
2,230.17248859158718,231.44259687148943,232.20072999162184,232.44066278173585,232.15962173660813,231.35832893965582,230.0410070366252,228.21534497750747,225.89242485909008,223.08661081223212,219.81540147470133,216.09924816013338,211.96134136484756
3,234.0622243621259,239.3006748703946,244.07959402347876,248.3656605983611,252.12837129565173,255.34039788691075,257.97791409179626,260.0208867804675,261.4533265776082,262.2634935310695,262.4440541901076,261.99218720261797,260.9096353725134
4,230.10501620841467,231.65864193482062,233.05753084804968,234.29864272665301,235.37925441756954,236.29696974588305,237.04972832543027,237.6358132251339,238.0538574513441,238.3028492121427,238.38213593546385,238.29142701897817,238.03079529593123
5,219.3693374254644,210.14356739508725,200.77684813161983,191.32226084583178,181.8313178827519,172.35351005998038,162.93589848476495,153.62275514380926,144.455255519843,135.4712254272548,126.70494320053895,118.18699733777558,109.9441987189434
6,227.3980593023249,226.02112287194342,224.27543029562293,222.16903948720298,219.71176493568473,216.9151015708583,213.79213507169675,210.35743959745705,206.62696406238277,202.6179082000429,198.3485897708829,193.8383043550305,189.1071792406375
7,230.24187948640875,231.7993750560456,233.06614491472428,234.03692966448,234.70758837412941,235.07512767255233,235.13772358155916,234.8947358689781,234.34671476915972,233.4953999867013,232.34371196904618,230.89573550390787,229.15669576738247
8,231.53877911207064,234.41762062454126,237.02541584770577,239.3519677873623,241.38805706308742,243.1255023341632,244.55721468311268,245.67724545460385,246.4808271012045,246.96440664655606,247.12567144035577,246.96356694739424,246.47830638402942
9,231.4103062359492,234.2771361452976,236.99406074915424,239.55492226717485,241.9538571865081,244.18531847028495,246.24409678884726,248.1253406607864,249.82457539550467,251.3377207343946,252.661107093831,253.79149031994604,254.72606487257332
10,194.42839919206472,167.53348560798548,146.10278313375954,128.93428510107876,115.12535448775844,103.99372978592449,95.02092763620986,87.8114093279999,82.06294440622038,77.54500467004263,74.08297909796913,71.546661006741,69.8419197902247
11,220.3727932017528,212.50958962534685,204.81305440146673,197.28549099950706,189.92884899981678,182.7447325411778,175.7344093926199,168.89882059812118,162.2385906424288,155.75403808615522,149.4451866184495,143.31177647590414,137.3532761769268
12,224.4507241889762,220.37877760579863,216.19321000783708,211.90320467167564,207.51804483268035,203.0470802796482,198.49969427237892,193.88527094518616,189.21316335351366,184.4926623140058,179.73296618067454,174.943151691277,170.1321460087555
13,224.5941717469356,220.85972863255202,217.19521616926343,213.5992115490577,210.07032291369396,206.60718864255134,203.20847665768332,199.8728837456433,196.59913489565912,193.38598265374492,190.2322064923493,187.13661219514955,184.0980312566122
14,224.57520582883402,220.89525802124814,217.35508307896905,213.94984332445887,210.67492598997856,207.52593289394906,204.49867067249053,201.58914153595583,198.79353452209074,196.10821721915949,193.52972793397495,191.05476828127686,188.68019617231505
15,197.5922705299375,172.84071418995651,152.85226545372782,136.64572530271107,123.47194184750488,112.75591788554553,104.05454651817479,97.02557787644166,91.40472703001222,86.98873867292306,83.62285688164042,81.1915944499989,79.61201442487281
16,211.42955930449722,195.9436677404409,181.79926346439336,168.86817085959265,157.03545220116055,146.19795180114815,136.263009093059,127.14732011534136,118.77592945649872,111.08133698518729,104.00270565355119,97.48515837114934,91.47915343461595
17,210.42215516837456,194.4333545581294,180.18981075082957,167.48120700208418,156.125767963619,145.9661076621724,136.86572560268473,128.70604440280312,121.38390080510013,114.80941702802176,108.90419183011524,103.5997608771622,98.83628442428251
18,213.32378056541398,199.8861658305787,187.89793037195642,177.19545455362066,167.63706022048424,159.09991917828745,151.47744070166002,144.67706061472433,138.61836784667588,133.23151533459048,128.45587117559847,124.23887338201588,120.53505775821985
19,216.45806051948432,205.88872856008035,196.54716799587334,188.3088474330328,181.0667567245913,174.72907184482997,169.21719625035823,164.46411972255598,160.41304624915642,157.01625121049096,154.2341353497874,152.03444901911115,150.39166524047343
20,210.4229050342953,193.36640441835874,177.23818337523386,162.038779611817,147.76214083834074,134.39621581791394,121.92356797543681,110.32200108769649,99.56518722710925,89.6232879142042,80.46356032129275,72.05094133434234,64.34860329485454
21,214.58240529492383,201.82757011393267,190.0442344536481,179.14974016932803,169.06916107875114,159.73452655918672,151.08412805702594,143.06189918325782,135.61686116686664,128.70262640222148,122.27695367281338,116.30134937719333,110.74070973664283
22,223.19274658902052,218.30422039968747,213.71839339201438,209.4204167127714,205.3965405858698,201.63404095368776,198.12115232099453,194.8470063045384,191.8015754380401,188.97562182475707,186.3606502683948,183.9488655483268,181.73313353720144
23,224.2720577669119,220.75205520263637,217.81226322147106,215.4295932338816,213.5852936525021,212.26470345169673,211.45705823322425,211.1553452067755,211.35620436478047,212.05987393608265,213.27017896111948,214.9945625589754,217.24416017000098
24,227.0639138537209,225.9798028139089,225.1438614203599,224.55310703614995,224.2053622055268,224.099241444016,224.234142349587,224.61024095690013,225.22849128896556,226.0906290923079,227.199179773256,228.55747058457277,230.16964714360788
25,200.9144763398337,178.75136287668244,160.82564989388962,146.31037809818483,134.57241320250262,125.12566797484618,117.59685753265192,111.70034484115375,107.21965129133567,103.9939183047126,101.90810816403915,100.88609197248756,100.88603512925114
26,203.51818662234064,183.19408277434687,166.56225754150537,152.95209107313474,141.8422062438829,132.8266370117207,125.58961258224704,119.88672384612907,115.53086707605074,112.38180908825433,110.3385425905346,109.33383808212112,109.33057595114381
27,216.54289708358564,205.72342476312497,195.84553726338183,186.82368089675225,178.58158233710938,171.05119024496554,164.1717499050499,157.888993408137,152.1544303582762,146.9247261793117,142.1611568852746,137.82913071378846,133.8977683387804
28,226.81312040489607,224.74724738758167,222.21463534005295,219.2304786143209,215.81275978948466,211.9820688738686,207.76139598779082,203.17590045590137,198.25265956811293,193.0204005388968,187.50921940140893,181.7502907122472,175.77557201281823
29,224.48045203335383,220.6471249521362,216.8978916606166,213.23068287172654,209.64348541598528,206.13434060314225,202.70134263480105,199.34263706635076,196.05641931658664,192.84093322345933,189.6944696444442,186.61536510007525,183.6020004592368
